id,title,presenters,primary_authors,co_authors,collaboration,mini_abstract,poster_link,video_link,all_links,abstract,track,category,abstract_url,poster_session
120,Data-Driven cross checks for $\nu_e$ selection efficiency in NOvA,Anna Hall,"Anna Hall,Liudmila Kolupaeva",,NOvA,Cross-checking the selection efficiency for NOvA's neural network using data-driven techniques,https://indico.fnal.gov/event/19348/contributions/186443/attachments/129853/157744/Neutrino2020Poster_AHall_LKolupaeva.pdf,https://indico.fnal.gov/event/19348/contributions/186443/attachments/129853/157745/Neutrino2020PosterVideo_AHall_LKolupaeva.mp4,"https://indico.fnal.gov/event/19348/contributions/186443/attachments/129853/157744/Neutrino2020Poster_AHall_LKolupaeva.pdf,https://indico.fnal.gov/event/19348/contributions/186443/attachments/129853/157745/Neutrino2020PosterVideo_AHall_LKolupaeva.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186443/contribution.pdf,4
121,MicroBooNE's Search for a Photon-Like Low Energy Excess,Kathryn Sutton,Kathryn Sutton,,MicroBooNE,Interpreting MiniBooNE low energy excess using neutral current delta radiative decays in MicroBooNE,https://indico.fnal.gov/event/19348/contributions/186409/attachments/129993/158013/Sutton_MicroBooNE_Single_Photon_Poster_Neutrino_2020_Final.pdf,https://indico.fnal.gov/event/19348/contributions/186409/attachments/129993/158075/Sutton_Single_Photon_Poster_Neutrino_2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186409/attachments/129993/158013/Sutton_MicroBooNE_Single_Photon_Poster_Neutrino_2020_Final.pdf,https://indico.fnal.gov/event/19348/contributions/186409/attachments/129993/158075/Sutton_Single_Photon_Poster_Neutrino_2020.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186409/contribution.pdf,1
122,Constraining the Neutral Current Pi0 Background for MicroBooNE's Single-Photon Search,Andrew Mogan,Andrew Mogan,,MicroBooNE,Neutral current $\pi^0$ sideband constraint for MicroBooNE's Single-Photon search,https://indico.fnal.gov/event/19348/contributions/186395/attachments/130014/158053/mogan_ncpi0_Neutrino2020_v5.pdf,https://indico.fnal.gov/event/19348/contributions/186395/attachments/130014/158054/mogan_Neutrino2020_video_v3.mp4,"https://indico.fnal.gov/event/19348/contributions/186395/attachments/130014/158053/mogan_ncpi0_Neutrino2020_v5.pdf,https://indico.fnal.gov/event/19348/contributions/186395/attachments/130014/158054/mogan_Neutrino2020_video_v3.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186395/contribution.pdf,2
123,Systematic Uncertainties in the NOvA Neutrino Oscillation Analysis,Miranda Elkins,"Miranda Elkins,Tomas Nosek",,,Evaluation of systematic uncertainties in NOvA’s neutrino oscillation analysis,https://indico.fnal.gov/event/19348/contributions/186690/attachments/129865/157768/neutrino_systeamtics_poster_final.pdf,https://indico.fnal.gov/event/19348/contributions/186690/attachments/129865/157769/neutrino2020_systematics_poster_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186690/attachments/129865/157769/neutrino2020_systematics_poster_video.mp4,https://indico.fnal.gov/event/19348/contributions/186690/attachments/129865/157768/neutrino_systeamtics_poster_final.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186690/contribution.pdf,3
125,Background of the KATRIN experiment,Dominic Hinz,Joachim Wolf,"Dominic Hinz,Ferenc Glück,Florian Fränkle,Guido Drexlin",KATRIN Collaboration,Description of background sources and mitigation in the KATRIN experiment,https://indico.fnal.gov/event/19348/contributions/186632/attachments/129751/157543/NU2020_KATRIN_Background.pdf,https://indico.fnal.gov/event/19348/contributions/186632/attachments/129751/157556/NU2020_KATRIN_Background.mp4,"https://indico.fnal.gov/event/19348/contributions/186632/attachments/129751/157556/NU2020_KATRIN_Background.mp4,https://indico.fnal.gov/event/19348/contributions/186632/attachments/129751/157543/NU2020_KATRIN_Background.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186632/contribution.pdf,4
126,Measuring Electron Neutrinos with Particle Identification in the MicroBooNE LArTPC for sensitivity to new Physics,Nicolo Foppiani,Nicolo Foppiani,,MicroBooNE,MicroBooNE measurement of electron neutrinos might lead to new physics discovery,https://indico.fnal.gov/event/19348/contributions/186603/attachments/129946/157900/foppiani_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186603/attachments/129946/158072/foppiani_video_poster.mp4,"https://indico.fnal.gov/event/19348/contributions/186603/attachments/129946/157900/foppiani_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186603/attachments/129946/158072/foppiani_video_poster.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186603/contribution.pdf,1
127,TRIMS: Testing Molecular Effects in Tritium Beta Decay,Diana Parno,Diana Parno,,TRIMS,"TRIMS experiment measures ions from beta decay in HT and T$_2$ molecules, results support theory.",https://indico.fnal.gov/event/19348/contributions/186660/attachments/129667/157397/2020-TRIMS-Neutrino.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186660/attachments/129667/157397/2020-TRIMS-Neutrino.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186660/contribution.pdf,2
128,Search for Sterile Neutrinos at RENO,Jiwoong Seo,Jiwoong Seo,,The RENO Collaboration,RENO obtained an excluded parameter region for sterile neutrino oscillation.,https://indico.fnal.gov/event/19348/contributions/186328/attachments/129566/157415/Neutrino2020_Poster_jwseo.pdf,https://indico.fnal.gov/event/19348/contributions/186328/attachments/129566/157339/Neutrino2020_Video_jwseo.mp4,"https://indico.fnal.gov/event/19348/contributions/186328/attachments/129566/157415/Neutrino2020_Poster_jwseo.pdf,https://indico.fnal.gov/event/19348/contributions/186328/attachments/129566/157339/Neutrino2020_Video_jwseo.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186328/contribution.pdf,3
129,Multi-messenger and Low-threshold Trigger System at JUNO,Donglian Xu,Donglian Xu,"Feiyang Zhang,Ziping Ye",,"A low-latency multi-messenger and low-threshold trigger system at JUNO, built on novel firmware.",https://indico.fnal.gov/event/19348/contributions/186396/attachments/129685/157433/JUNO_MMTrigger_NEUTRINO2020_dxu_v2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186396/attachments/129685/157433/JUNO_MMTrigger_NEUTRINO2020_dxu_v2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186396/contribution.pdf,4
130,MADMAX - Prototype Developments and Characterization Studies,Derek Strom,Derek Strom,,,Characterization studies and results of several novel dielectric haloscope prototypes for MADMAX.,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186167/contribution.pdf,1
131,Daya Bay neutrino oscillation progress based on neutron captured on hydrogen,Jinjing Li,Jinjing Li,,Dayabay Reactor Neutrino Experiment,Progress of neutrino oscillation from Daya Bay via neutron captured on hydrogen will be shown.,https://indico.fnal.gov/event/19348/contributions/186228/attachments/129601/157279/Dayabay_JinjingLi_nHPoster_neutrino2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186228/attachments/129601/157279/Dayabay_JinjingLi_nHPoster_neutrino2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186228/contribution.pdf,2
132,Elastic neutrino-electron scattering. Theory for experiment,Sasha Tomalak,Sasha Tomalak,Richard J Hill,Theory,Neutrino-electron scattering cross sections are precisely evaluated for neutrino flux normalization.,https://indico.fnal.gov/event/19348/contributions/186188/attachments/129223/156874/Neutrino_2020_Tomalak.pdf,https://indico.fnal.gov/event/19348/contributions/186188/attachments/129223/156721/Video_Neutrino_2020_Tomalak.mp4,"https://indico.fnal.gov/event/19348/contributions/186188/attachments/129223/156720/go,https://indico.fnal.gov/event/19348/contributions/186188/attachments/129223/156874/Neutrino_2020_Tomalak.pdf,https://indico.fnal.gov/event/19348/contributions/186188/attachments/129223/156721/Video_Neutrino_2020_Tomalak.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186188/contribution.pdf,3
134,PandaX-III: Searching for Neutrinoless Double Beta Decay of 136Xe with High Pressure Gaseous TPC,Heng Lin,Heng Lin,,PandaX Collaboration,"Progress of PandaX-III, the experiment searching for neutrinoless double beta decay of 136Xe",None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186170/contribution.pdf,4
135,Nine Lepton Flavor Changing Decays,Darius Jurciukonis,Darius Jurciukonis,Luis Lavoura,,Lepton flavor violating decays in the context of a seesaw and of two Higgs doublet model,https://indico.fnal.gov/event/19348/contributions/186248/attachments/129877/157791/Neutrino_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186248/attachments/129877/157791/Neutrino_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186248/contribution.pdf,1
136,Long time supernova simulation and supernova burst search at  Super-Kamiokande,Masamitsu Mori,Masamitsu Mori,,Super-Kamiokande,The supernova simulation and burst search with an expanded fiducial volume will be reported.,https://indico.fnal.gov/event/19348/contributions/186704/attachments/129650/157362/poster_mori_ver2.pdf,https://indico.fnal.gov/event/19348/contributions/186704/attachments/129650/157368/poster_explation_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186704/attachments/129650/157368/poster_explation_video.mp4,https://indico.fnal.gov/event/19348/contributions/186704/attachments/129650/157362/poster_mori_ver2.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186704/contribution.pdf,2
137,Update on KM3NeT Detector Construction and Commissioning,Daan van Eijk,Daan van Eijk,,KM3NeT,"KM3NeT construction, commissioning and data taking is well underway.",https://indico.fnal.gov/event/19348/contributions/186609/attachments/129349/156886/Neutrino2020_Poster_137_D_van_Eijk.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186609/attachments/129349/156886/Neutrino2020_Poster_137_D_van_Eijk.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186609/contribution.pdf,3
139,First Measurement of Electron Neutrino Scattering Cross Section on Argon,Rory Fitzpatrick,Rory Fitzpatrick,,ArgoNeuT Collaboration,ArgoNeuT measures first electron neutrino cross section on argon using GeV-scale neutrino beam,https://indico.fnal.gov/event/19348/contributions/186518/attachments/129505/157590/fitzpatrickNeutrino20_v4.pdf,https://indico.fnal.gov/event/19348/contributions/186518/attachments/129505/157700/fitzpatrickNeutrino20_v1.mp4,"https://indico.fnal.gov/event/19348/contributions/186518/attachments/129505/157700/fitzpatrickNeutrino20_v1.mp4,https://indico.fnal.gov/event/19348/contributions/186518/attachments/129505/157590/fitzpatrickNeutrino20_v4.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186518/contribution.pdf,4
140,Shape analysis of the pure-235U antineutrino spectrum measured by the STEREO experiment.,Rudolph Rogly,Rudolph Rogly,,STEREO,The STEREO experiment reports a new antineutrino energy spectrum from the fission of pure 235U.,https://indico.fnal.gov/event/19348/contributions/186711/attachments/129728/157503/STEREO_ShapeAnalysis_Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186711/attachments/129728/157503/STEREO_ShapeAnalysis_Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186711/contribution.pdf,1
141,Data acquisition systems to detect accelerator and supernova neutrinos with MicroBooNE and SBND,José Ignacio Crespo-Anadón,José Ignacio Crespo-Anadón,,MicroBooNE and SBND,MicroBooNE and SBND have a novel readout system to detect both accelerator and supernova neutrinos.,https://indico.fnal.gov/event/19348/contributions/186680/attachments/129591/157257/poster_Neutrino2020_JICrespoAnadon.pdf,https://indico.fnal.gov/event/19348/contributions/186680/attachments/129591/157297/video_Neutrino2020_JICrespoAnadon.mp4,"https://indico.fnal.gov/event/19348/contributions/186680/attachments/129591/157257/poster_Neutrino2020_JICrespoAnadon.pdf,https://indico.fnal.gov/event/19348/contributions/186680/attachments/129591/157297/video_Neutrino2020_JICrespoAnadon.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186680/contribution.pdf,2
142,Calibration and Energy scale in the STEREO experiment,Helena Almazan,"Helena Almazan,Pablo del Amo Sánchez",,STEREO,The STEREO experiment achieves a high precision on the energy scale using extensive calibrations.,https://indico.fnal.gov/event/19348/contributions/186526/attachments/129703/157463/STEREOExp_CalibrationPoster_Neutrino2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186526/attachments/129703/157463/STEREOExp_CalibrationPoster_Neutrino2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186526/contribution.pdf,3
143,Comparison of optical potential for  nucleons and  $\Delta$ resonances  for electron and neutrino scattering on nuclear targets,Arie Bodek,Arie Bodek,Tejin Cai,,We extract values of the optical potential for nucleons and $\Delta$ resonances in the final state.,https://indico.fnal.gov/event/19348/contributions/186324/attachments/129053/156516/Neutrino_2020_Bodek_Cai_36x48_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186324/attachments/129053/156429/zoom_0_Bodek_Abstract_143.mp4,"https://indico.fnal.gov/event/19348/contributions/186324/attachments/129053/156521/Bodek-Cai-optical-talk.pdf,https://indico.fnal.gov/event/19348/contributions/186324/attachments/129053/156457/Delta_Optical_Bodek_Cai_contributed_paper.pdf,https://indico.fnal.gov/event/19348/contributions/186324/attachments/129053/156516/Neutrino_2020_Bodek_Cai_36x48_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186324/attachments/129053/156584/Neutrino_2020_Bodek_Cai_36x48_poster.pptx,https://indico.fnal.gov/event/19348/contributions/186324/attachments/129053/156429/zoom_0_Bodek_Abstract_143.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186324/contribution.pdf,4
144,The NEXT-100 neutrinoless double beta decay experiment,Jonathan Haefner,Jonathan Haefner,,NEXT Collaboration,"Design, plans, and expected performance of the upcoming 100 kg gaseous xenon NEXT detector.",https://indico.fnal.gov/event/19348/contributions/186302/attachments/129670/157402/v2020_poster_final.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186302/attachments/129670/157402/v2020_poster_final.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186302/contribution.pdf,1
145,First measurement of νμ - 40Ar CCQE-like differential cross sections using the MicroBooNE detector,Afroditi Papadopoulou,Afroditi Papadopoulou,"Adi Ashkenazi,Elezer Piasetzky,Erez Cohen,Or Hen",MicroBooNE,First measurement of νμ - 40Ar CCQE-like differential cross sections using the MicroBooNE detector,https://indico.fnal.gov/event/19348/contributions/186510/attachments/129405/156963/apapadop_Neutrino2020_Poster_v4.pdf,https://indico.fnal.gov/event/19348/contributions/186510/attachments/129405/157093/apapadop_recording_CCQE_neutrino.mp4,"https://indico.fnal.gov/event/19348/contributions/186510/attachments/129405/156963/apapadop_Neutrino2020_Poster_v4.pdf,https://indico.fnal.gov/event/19348/contributions/186510/attachments/129405/157093/apapadop_recording_CCQE_neutrino.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186510/contribution.pdf,2
146,Understanding the contributions to the CUORE background,Valentina Dompè,Valentina Dompè,"Alice Campani,Antonio Branca,Carlo Bucci,Davide Chiesa,Irene Nutini,Lorenzo Pagnanini,Luca Gironi,Matteo Biassoni,Maura Pavan,Oliviero Cremonesi,Paolo Gorla,Silvia Capelli,Stefano Pozzi",CUORE,The study of the contributions to the CUORE energy spectrum is fundamental to interpret its results.,https://indico.fnal.gov/event/19348/contributions/186422/attachments/129775/157588/poster_nu2020_VDompe-landscape_v2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186422/attachments/129775/157588/poster_nu2020_VDompe-landscape_v2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186422/contribution.pdf,3
147,Developing Wire-Cell techniques to improve a high efficiency high purity neutrino selection in the MicroBooNE LArTPC,London Cooper-troendle,London Cooper-troendle,,MicroBooNE,New reconstruction tools allow MicroBooNE to achieve high efficiency and purity neutrino selection.,NotFound,https://indico.fnal.gov/event/19348/contributions/186433/attachments/129808/157647/London_Cooper-Troendle_Neutrino_2020_Presentation.mp4,"https://indico.fnal.gov/event/19348/contributions/186433/attachments/129808/157646/London_Cooper-Troendle_Neutrino_2020_Poster.png,https://indico.fnal.gov/event/19348/contributions/186433/attachments/129808/157647/London_Cooper-Troendle_Neutrino_2020_Presentation.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186433/contribution.pdf,4
148,NA61/SHINE Experiment - New Results from the Neutrino Program and Future Prospects,Yoshikazu Nagai,Yoshikazu Nagai,,NA61/SHINE,Hadron production measurements with NA61/SPS Heavy Ion and Neutrino Experiment (NA61/SHINE) at CERN,https://indico.fnal.gov/event/19348/contributions/186561/attachments/129581/157243/Neutrino2020_YoshikazuNagai_Poster.pdf,https://indico.fnal.gov/event/19348/contributions/186561/attachments/129581/157541/YoshikazuNagai_Poster.mp4,"https://indico.fnal.gov/event/19348/contributions/186561/attachments/129581/157243/Neutrino2020_YoshikazuNagai_Poster.pdf,https://indico.fnal.gov/event/19348/contributions/186561/attachments/129581/157541/YoshikazuNagai_Poster.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186561/contribution.pdf,1
149,Latest Results of the Reactor Fuel Evolution Study at Daya Bay,Jianrun Hu,Jianrun Hu,,Daya Bay Collaboration,Measurement of the individual ${}^{235}$U and ${}^{239}$Pu antineutrino flux and spectra at Daya Bay,https://indico.fnal.gov/event/19348/contributions/186386/attachments/129472/157072/poster_Latest_Results_of_the_Reactor_Fuel_Evolution_Study_at_Daya_Bay.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186386/attachments/129472/157072/poster_Latest_Results_of_the_Reactor_Fuel_Evolution_Study_at_Daya_Bay.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186386/contribution.pdf,2
150,Barium Tagging for Background Free Neutrinoless Double Beta Decay Searches,Katherine Woodruff,Katherine Woodruff,,NEXT,Barium tagging could eliminate radioactive background to neutrinoless double beta decay of xenon-136,https://indico.fnal.gov/event/19348/contributions/186605/attachments/129526/157152/Neutrino2020Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186605/attachments/129526/157152/Neutrino2020Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186605/contribution.pdf,3
151,Radioactive Cleanliness Control for the JUNO Experiment,Li Zhou,"Li Zhou,Yue Meng","Lijun Sun,Michael Wurm,Paolo Lombardi,Xiao Tang,Xiaolan Luo",JUNO,Radioactive cleanliness control and evaluation methods for the JUNO experiment,https://indico.fnal.gov/event/19348/contributions/186634/attachments/129468/157065/JUNO_cleanliness_v3.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186634/attachments/129468/157065/JUNO_cleanliness_v3.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186634/contribution.pdf,4
152,Calibration System of the JUNO Experiment,Yue Meng,Yue Meng,,JUNO,The design and simulation of calibration system of the JUNO experiment,https://indico.fnal.gov/event/19348/contributions/186637/attachments/129459/157052/JUNO_Calibratioin_v3.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186637/attachments/129459/157052/JUNO_Calibratioin_v3.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186637/contribution.pdf,1
153,Upgrade of Honda atmospheric neutrino flux calculation with implementing recent hadron interaction measurements,Kazufumi Sato,Kazufumi Sato,"Hiroaki Menjo,Morihiro Honda,Yoshitaka Itow",,The upgrade strategy for atmospheric neutrino flux calculation developed by M.Honda is discussed.,https://indico.fnal.gov/event/19348/contributions/186722/attachments/129588/157252/200615-sato-nu2020poster_v1.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186722/attachments/129588/157252/200615-sato-nu2020poster_v1.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186722/contribution.pdf,2
154,Real-time Monitoring of Transient Phenomena with JUNO,Ziping Ye,Ziping Ye,"Donglian Xu,Feiyang Zhang",JUNO,Real time monitoring of supernova neutrinos with JUNO,https://indico.fnal.gov/event/19348/contributions/186458/attachments/129700/157457/NEUTRINO2020-MMtrigger-poster2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186458/attachments/129700/157457/NEUTRINO2020-MMtrigger-poster2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186458/contribution.pdf,3
155,Search for dark matter annihilation in the center of the Earth with 8 years of IceCube data,Giovanni Renzi,Giovanni Renzi,,IceCube Collaboration,The analysis produces significant sensitivity improvements with respect to past analyses.,https://indico.fnal.gov/event/19348/contributions/186702/attachments/129360/156900/Earth_WIMPs_Nu20_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186702/attachments/129360/156900/Earth_WIMPs_Nu20_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186702/contribution.pdf,4
157,Deep Learning Classifier for Low-Energy Events in IceCube,Maria Prado Rodriguez,Maria Prado Rodriguez,,IceCube Experiment,Ongoing study of a DNN classifier for low-energy events in IceCube shows comparable results.,https://indico.fnal.gov/event/19348/contributions/186712/attachments/129532/157159/Neutrino2020_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186712/attachments/129532/157165/neutrino_2020_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186712/attachments/129532/157159/Neutrino2020_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186712/attachments/129532/157165/neutrino_2020_video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186712/contribution.pdf,1
158,Updated Event Selection for the PROSPECT Experiment,Xiaobin Lu,Xiaobin Lu,,PROSPECT collaboration,Improved PROSPECT inverse beta decay event selection applied to 95 days reactor on data.,https://indico.fnal.gov/event/19348/contributions/186554/attachments/129760/157568/Neutrino2020A0.pdf,https://indico.fnal.gov/event/19348/contributions/186554/attachments/129760/157572/Neutrino2020.MP4,"https://indico.fnal.gov/event/19348/contributions/186554/attachments/129760/157568/Neutrino2020A0.pdf,https://indico.fnal.gov/event/19348/contributions/186554/attachments/129760/157572/Neutrino2020.MP4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186554/contribution.pdf,2
159,Measurement of the diffuse muon neutrino spectrum using IceCube starting track events,Manuel Silva,Manuel Silva,Sarah Mancina,The IceCube Collaboration,Measurement of the TeV diffuse muon neutrino spectrum using IceCube starting tracks,https://indico.fnal.gov/event/19348/contributions/186708/attachments/129512/157131/Neutrino_2020_ESTES_Diffuse_Poster_MSilva.pdf,https://indico.fnal.gov/event/19348/contributions/186708/attachments/129512/157849/NEUT_2020_Virtual_Poster_MSilva.mp4,"https://indico.fnal.gov/event/19348/contributions/186708/attachments/129512/157849/NEUT_2020_Virtual_Poster_MSilva.mp4,https://indico.fnal.gov/event/19348/contributions/186708/attachments/129512/157131/Neutrino_2020_ESTES_Diffuse_Poster_MSilva.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186708/contribution.pdf,3
160,Novel ion trap design concept as a LAr purity monitor,Ohana Rodrigues,Ohana Rodrigues,"Mitchell Soderberg,Walter Freeman",,This work presents for which conditions an ion trap could be used as a LAr purity monitor.,https://indico.fnal.gov/event/19348/contributions/186710/attachments/129944/157896/nu2020_poster_ohana_rodrigues.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186710/attachments/129944/157896/nu2020_poster_ohana_rodrigues.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186710/contribution.pdf,4
161,Follow-up of Gravitational Wave events with Super-Kamiokande,Mathieu Lamoureux,Mathieu Lamoureux,,Super-Kamiokande,We looked for neutrinos in Super-Kamiokande in coincidence with Gravitational Wave signals.,https://indico.fnal.gov/event/19348/contributions/186618/attachments/129444/157027/poster161_Neutrino2020_GWFollowUp_Super-Kamiokande.pdf,https://indico.fnal.gov/event/19348/contributions/186618/attachments/129444/157026/poster161_Neutrino2020_GWFollowUp_Super-Kamiokande.mp4,"https://indico.fnal.gov/event/19348/contributions/186618/attachments/129444/157026/poster161_Neutrino2020_GWFollowUp_Super-Kamiokande.mp4,https://indico.fnal.gov/event/19348/contributions/186618/attachments/129444/157027/poster161_Neutrino2020_GWFollowUp_Super-Kamiokande.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186618/contribution.pdf,1
162,Preparing to Observe the Next Galactic Supernova with IceCube,Spencer Griswold,Spencer Griswold,,IceCube Neutrino Observatory,"IceCube supernova ""data challenges"" and coordination of IceCube alerts with SNEWS",https://indico.fnal.gov/event/19348/contributions/186261/attachments/129736/157517/griswold_neutrino2020_supernova_data_challenge.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186261/attachments/129736/157517/griswold_neutrino2020_supernova_data_challenge.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186261/contribution.pdf,2
163,Development of high-sensitivity radon detector in water with continuous measurement,Atsushi Takeda,Atsushi Takeda,"Kohei Okamoto,Shotaro Yamamoto,Yasuo Takeuchi,Yuuki Nakano",,Development of high-sensitivity water radon detector for Super-Kamiokande experiment is presented.,https://indico.fnal.gov/event/19348/contributions/186277/attachments/129492/157247/200615-cnf-takeda-neutrino2020-waterRn-v3.pdf,https://indico.fnal.gov/event/19348/contributions/186277/attachments/129492/157283/zoom_final.mp4,"https://indico.fnal.gov/event/19348/contributions/186277/attachments/129492/157247/200615-cnf-takeda-neutrino2020-waterRn-v3.pdf,https://indico.fnal.gov/event/19348/contributions/186277/attachments/129492/157283/zoom_final.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186277/contribution.pdf,3
164,Application of Convolutional Neural Networks to Reconstruct GeV-Scale IceCube Neutrino Events,Jessica Micallef,Jessica Micallef,,IceCube,Convolutional Neural Networks can be used to quickly reconstruct GeV-scale IceCube neutrino events,https://indico.fnal.gov/event/19348/contributions/186577/attachments/129423/156995/MicallefJ_CNNLowEnergy_IceCube_Neutrino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186577/attachments/129423/156994/Neutrino2020_poster_smaller.mov,"https://indico.fnal.gov/event/19348/contributions/186577/attachments/129423/156996/go,https://indico.fnal.gov/event/19348/contributions/186577/attachments/129423/156995/MicallefJ_CNNLowEnergy_IceCube_Neutrino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186577/attachments/129423/156994/Neutrino2020_poster_smaller.mov",null,null,null,https://indico.fnal.gov/event/19348/contributions/186577/contribution.pdf,4
165,Neutrino source searches and a realtime neutrino alert stream in the southern sky with IceCube starting tracks,Sarah Mancina,Sarah Mancina,Manuel Silva,IceCube Collaboration,New selection of starting tracks in IceCube for searches of southern astrophysical neutrino sources.,https://indico.fnal.gov/event/19348/contributions/186360/attachments/129746/157535/ICStartingTracks_AstroNuSources_SMancina_Neutrino2020_Final.pdf,https://indico.fnal.gov/event/19348/contributions/186360/attachments/129746/157536/Neutrino2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186360/attachments/129746/157535/ICStartingTracks_AstroNuSources_SMancina_Neutrino2020_Final.pdf,https://indico.fnal.gov/event/19348/contributions/186360/attachments/129746/157536/Neutrino2020.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186360/contribution.pdf,1
166,Spallation Studies in Super Kamiokande,Scott Locke,Scott Locke,,Super Kamiokande,New and improved spallation tagging techniques cut low energy deadtime in Super Kamiokande,NotFound,NotFound,"https://indico.fnal.gov/event/19348/contributions/186528/attachments/129908/157842/neutrino_2020_scottlocke.pdf,https://indico.fnal.gov/event/19348/contributions/186528/attachments/129908/157843/final.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186528/contribution.pdf,2
167,Tau Neutrino Appearance with 8 years of IceCube Neutrino Data,Étienne Bourbeau,Étienne Bourbeau,,IceCube,Performing a tau neutrino appearance analysis with IceCube-DeepCore,https://indico.fnal.gov/event/19348/contributions/186687/attachments/129745/157534/Neutrino2020_tau_appearance_poster.pdf,NotFound,"https://indico.fnal.gov/event/19348/contributions/186687/attachments/129745/157854/go,https://indico.fnal.gov/event/19348/contributions/186687/attachments/129745/157534/Neutrino2020_tau_appearance_poster.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186687/contribution.pdf,3
