id,title,presenters,primary_authors,co_authors,collaboration,mini_abstract,poster_link,video_link,all_links,abstract,track,category,abstract_url,poster_session
535,Measurement of transverse kinematic imbalances in neutrino-nucleus reactions at MINERvA,Deepika Jena,Deepika Jena,,MINERvA,Measurement of transverse kinematic imbalances in pionless production at MINERvA.,https://indico.fnal.gov/event/19348/contributions/186612/attachments/129879/157794/NeutrinoPoster_TKI_DJena.pdf,https://indico.fnal.gov/event/19348/contributions/186612/attachments/129879/158012/TKI_Djena_535.mp4,"https://indico.fnal.gov/event/19348/contributions/186612/attachments/129879/157794/NeutrinoPoster_TKI_DJena.pdf,https://indico.fnal.gov/event/19348/contributions/186612/attachments/129879/158012/TKI_Djena_535.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186612/contribution.pdf,4
536,"Daya Bay, Double Chooz and RENO combined analysis.",BENITO VARGAS PEREZ,"BENITO VARGAS PEREZ,JORGE GARCIA BELLO","DIONISIO MANUEL TUN MOLINA,JESÚS ESCAMILLA ROA,JESÚS GARCÍA RAVELO",,"Confidence regions for Daya Bay, Double Chooz, and RENO by means of a combined analysis.",https://indico.fnal.gov/event/19348/contributions/186647/attachments/129939/157886/Poster6.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186647/attachments/129939/157886/Poster6.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186647/contribution.pdf,1
537,The Sanford Underground Research Facility,Markus Horn,Markus Horn,,,The Sanford Underground Research Facility (SURF) is dedicated to advancing world-class science,https://indico.fnal.gov/event/19348/contributions/186527/attachments/129897/157825/Neutrino2020_Horn.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186527/attachments/129897/157825/Neutrino2020_Horn.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186527/contribution.pdf,2
538,Performance Studies of PEN and TPB as UV Wavelength Shifting Coatings in Liquid Argon,Ryan Dorrill,Ryan Dorrill,,,PEN and TPB were compared for wavelength shifting efficiency and emanation effects in liquid argon.,https://indico.fnal.gov/event/19348/contributions/186477/attachments/129955/157930/Neutrino_2020_Poster__TPB__PEN___Draft_2_1.pdf,https://indico.fnal.gov/event/19348/contributions/186477/attachments/129955/157940/TPB_PEN_Performance_Ryan_Dorrill.mov,"https://indico.fnal.gov/event/19348/contributions/186477/attachments/129955/157930/Neutrino_2020_Poster__TPB__PEN___Draft_2_1.pdf,https://indico.fnal.gov/event/19348/contributions/186477/attachments/129955/157940/TPB_PEN_Performance_Ryan_Dorrill.mov",null,null,null,https://indico.fnal.gov/event/19348/contributions/186477/contribution.pdf,3
539,Time Variability Test for Candidate Neutrino Sources in IceCube,Pranav Dave,Pranav Dave,,IceCube,A new time variability test for astrophysical neutrinos in IceCube is proposed.,https://indico.fnal.gov/event/19348/contributions/186531/attachments/129791/157615/Taunton_poster_v1.2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186531/attachments/129791/157615/Taunton_poster_v1.2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186531/contribution.pdf,4
540,PROSPECT upgrade and science goals,Pieter Mumm,Pieter Mumm,,PROSPECT,"PROSPECT-II, extending scientific reach through upgraded performance and multisite operation.",https://indico.fnal.gov/event/19348/contributions/186723/attachments/129652/157373/PROSPECT_Upgrade_540.pdf,https://indico.fnal.gov/event/19348/contributions/186723/attachments/129652/157729/PROSPECT-II_neutrino2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186723/attachments/129652/157729/PROSPECT-II_neutrino2020.mp4,https://indico.fnal.gov/event/19348/contributions/186723/attachments/129652/157373/PROSPECT_Upgrade_540.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186723/contribution.pdf,1
541,Neutrino Tridents in the NOvA Near Detector,Erica Smith,"Erica Smith,Kelli Michaels",,NOvA,Looking for neutrino tridents in the NOvA Near Detector,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186718/contribution.pdf,2
542,Antineutrino prediction and statistical methods for the SoLid oscillation analysis,Gregory Lehaut,Ianthe Michiels,"Daniel Galbinski,Gregory Lehaut,Noé Roy,Simon Vercaemer",SoLid,Antineutrino prediction and statistical methods for the SoLid oscillation analysis,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186419/contribution.pdf,3
543,Sensitivity to Nucleon Decay in Theia,Morgan Askins,Morgan Askins,,Theia,Theia will offer competitive and leading sensitivity to various mode of nucleon decay.,https://indico.fnal.gov/event/19348/contributions/186280/attachments/129922/157863/Neutrino_TheiaND.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186280/attachments/129922/157863/Neutrino_TheiaND.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186280/contribution.pdf,4
544,Search for Invisible Modes of Nucleon Decay with the SNO+ Extended Water Data,Morgan Askins,Morgan Askins,,SNO+,SNO+ presents phase II water results on a search for invisible modes of nucleon decay.,https://indico.fnal.gov/event/19348/contributions/186485/attachments/129920/157861/Neutrino_snoplus_Poster.pdf,https://indico.fnal.gov/event/19348/contributions/186485/attachments/129920/157891/NuSnoplus2_med.mp4,"https://indico.fnal.gov/event/19348/contributions/186485/attachments/129920/157861/Neutrino_snoplus_Poster.pdf,https://indico.fnal.gov/event/19348/contributions/186485/attachments/129920/157891/NuSnoplus2_med.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186485/contribution.pdf,1
545,A Novel Approach for the Intranuclear Cascade,Joshua Isaacson,Joshua Isaacson,"Alessandro Lovato,Noemi Rocco,Pedro Machado,William Jay",,A novel cascade including QMC configurations and a model for nucleon wavepacket overlap.,https://indico.fnal.gov/event/19348/contributions/186415/attachments/129937/157883/Neutrino2020_Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186415/attachments/129937/157883/Neutrino2020_Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186415/contribution.pdf,2
546,Bounds on secret neutrino interactions from high-energy astrophysical neutrinos,Mauricio Bustamante,Mauricio Bustamante,"Charlote Rosenstrom,Irene Tamborra,Shashank Shalgar",,"IceCube high-energy neutrino events set new limits to new, ""secret"" neutrino-neutrino interactions",https://indico.fnal.gov/event/19348/contributions/186581/attachments/129063/156442/2020-06-Bustamante-Neutrino-2020-poster-nuSI.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186581/attachments/129063/156442/2020-06-Bustamante-Neutrino-2020-poster-nuSI.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186581/contribution.pdf,3
547,Atmospheric Neutrino Oscillations in IceCube DeepCore,Kayla Leonard,Kayla Leonard,,IceCube Collaboration,New analysis of atmospheric neutrino oscillation parameters using 8 years of IceCube DeepCore data,https://indico.fnal.gov/event/19348/contributions/186541/attachments/129872/157784/KLeonard_Neutrino2020_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186541/attachments/129872/157785/KLeonard_Neutrino2020_Video.mp4,"https://indico.fnal.gov/event/19348/contributions/186541/attachments/129872/157784/KLeonard_Neutrino2020_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186541/attachments/129872/157785/KLeonard_Neutrino2020_Video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186541/contribution.pdf,4
548,Sensitivity of the nEXO experiment to neutrinoless double beta decay,Samuele Sangiorgio,Samuele Sangiorgio,,nEXO,Sensitivity of nEXO to neutrinoless double beta decay from updated design and improved simulations.,https://indico.fnal.gov/event/19348/contributions/186418/attachments/129941/157945/nexo_neutrino2020_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186418/attachments/129941/157945/nexo_neutrino2020_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186418/contribution.pdf,1
549,Comparing generator predictions of single transverse variables in neutrino-argon scattering,Lars Bathe-Peters,"Lars Bathe-Peters,Steven Gardiner",Roxanne Guenette,,Transverse variables provide an opportunity to better constrain neutrino-argon scattering models,https://indico.fnal.gov/event/19348/contributions/186239/attachments/129898/157827/nu2020_poster_final.pdf,https://indico.fnal.gov/event/19348/contributions/186239/attachments/129898/158092/nu2020_stvs_uboone.mp4,"https://indico.fnal.gov/event/19348/contributions/186239/attachments/129898/157827/nu2020_poster_final.pdf,https://indico.fnal.gov/event/19348/contributions/186239/attachments/129898/158092/nu2020_stvs_uboone.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186239/contribution.pdf,2
550,Galactic Supernova Neutrino Detection with the NOvA Detectors,Justin Vasel,Justin Vasel,"Alec Habig,Andrey Sheshukov",NOvA,The NOvA detectors can trigger on galactic SNe; efforts to reconstruct events offline are underway.,https://indico.fnal.gov/event/19348/contributions/186590/attachments/129988/157984/Neutrino2020-poster-nova-supernova.pdf,https://indico.fnal.gov/event/19348/contributions/186590/attachments/129988/157985/vasel_neutrino_2020_poster_720.mp4,"https://indico.fnal.gov/event/19348/contributions/186590/attachments/129988/157984/Neutrino2020-poster-nova-supernova.pdf,https://indico.fnal.gov/event/19348/contributions/186590/attachments/129988/157985/vasel_neutrino_2020_poster_720.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186590/contribution.pdf,3
551,The Accelerator Neutrino Neutron Interaction Experiment (ANNIE),Leon Pickard,Leon Pickard,Mayly Sanchez,ANNIE,The Accelerator Neutrino Neutron Interaction Experiment (ANNIE) shows early data.,https://indico.fnal.gov/event/19348/contributions/186217/attachments/129892/157820/ANNIE_Neutrino_2020_Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186217/attachments/129892/157820/ANNIE_Neutrino_2020_Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186217/contribution.pdf,4
552,Constraints on the ultra-high-energy cosmic neutrino flux from the fourth flight of ANITA,Remy Prechelt,Peter Gorham,Remy Prechelt,ANtarctic Impulsive Transient Antenna,ANITA sets the tightest constraint on the ultra-high-energy neutrino flux above $10^{19.5}$ eV.,https://indico.fnal.gov/event/19348/contributions/186649/attachments/129882/157799/01.Neutrino2020.DiffuseNeutrinoANITA4.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186649/attachments/129882/157799/01.Neutrino2020.DiffuseNeutrinoANITA4.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186649/contribution.pdf,1
553,Measuring Coherent Neutrino Scattering with Ge,Keith Mann,Keith Mann,,COHERENT,COHERENT's 16-kg Ge detector array will measure CEvNS at the Spallation Neutron Source,https://indico.fnal.gov/event/19348/contributions/186707/attachments/129970/157958/Neutrino_2020_Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186707/attachments/129970/157958/Neutrino_2020_Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186707/contribution.pdf,2
554,A Ton-Scale NaI Detector for Neutrino-Nucleus Scattering Measurements,Diane Markoff Markoff,Diane Markoff Markoff,,COHERENT,Neutrino scattering on Na-23 and I-127 for neutral and charged current studies.,https://indico.fnal.gov/event/19348/contributions/186556/attachments/129932/157877/Nton_NaI_Markoff_554.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186556/attachments/129932/157877/Nton_NaI_Markoff_554.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186556/contribution.pdf,3
555,Event Selection for the NOvA Sterile Neutrino Search,Anne Norrick,Anne Norrick,Adam Lister,NOvA,The name of the game in neutrinos is to count events and know how well you count them.,https://indico.fnal.gov/event/19348/contributions/186411/attachments/129914/157852/Neutrino_2020_poster_1.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186411/attachments/129914/157852/Neutrino_2020_poster_1.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186411/contribution.pdf,4
556,Towards a Joint Measurement of the $^{235}$U Reactor Antineutrino Spectrum by Combining Multiple Reactor Experiments,Jeremy Gaison,Jeremy Gaison,,PROSPECT,Towards a joint measurement of the U235 antineutrino spectrum by PROSPECT and other experiments.,https://indico.fnal.gov/event/19348/contributions/186547/attachments/129887/157810/JointAnalysisPoster_Neutrino_Final.pdf,https://indico.fnal.gov/event/19348/contributions/186547/attachments/129887/157811/Neutrino2020_Gaison.mp4,"https://indico.fnal.gov/event/19348/contributions/186547/attachments/129887/157810/JointAnalysisPoster_Neutrino_Final.pdf,https://indico.fnal.gov/event/19348/contributions/186547/attachments/129887/157811/Neutrino2020_Gaison.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186547/contribution.pdf,1
557,Proton light yield of water-based liquid scintillator,Edward Callaghan,Edward Callaghan,"Bethany Goldblum,Gabriel Orebi Gann,Joshua Brown,Juan Manfredi,Thibault Laplace",,Measurement of proton light yield of water-based liquid scintillator using 88-Inch Cyclotron,https://indico.fnal.gov/event/19348/contributions/186374/attachments/129893/157926/callaghan-neutrino-2020-wbls-ply-poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186374/attachments/129893/157926/callaghan-neutrino-2020-wbls-ply-poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186374/contribution.pdf,2
558,Argon Resonant Transport Interaction Experiment,Jingbo Wang,Jingbo Wang,,Deep Underground Neutrino Experiment,ARTIE makes a new measurement of the neutron total cross-section on natural argon between 40-70 keV.,https://indico.fnal.gov/event/19348/contributions/186337/attachments/129940/157892/ARTIE_Neutrino_2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186337/attachments/129940/157892/ARTIE_Neutrino_2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186337/contribution.pdf,3
559,Potential impact of sub-structures on the resolution of neutrino mass hierarchy at  medium-baseline reactor neutrino oscillation experiments,Wei Wang,Zhaokan Cheng,"Chan Fai Wong,Jingbo Zhang,Neill Raper,Wei Wang",,A study on the impact of spectrum sub-structures on the resolution of neutrino mass hierarchy.,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186334/contribution.pdf,4
561,New Approach of explaining the missing sources of UHE Neutrinos as an Effect of Approaching Planck Length,Abdullah Shehada,Abdullah Shehada,,,New Approach to explain missing sources of UHE Neutrinos as an Effect of Approaching Planck Length,https://indico.fnal.gov/event/19348/contributions/186183/attachments/128922/156299/Abdullah_Shehada_Poster_Landscap.pdf,NotFound,"https://indico.fnal.gov/event/19348/contributions/186183/attachments/128922/156299/Abdullah_Shehada_Poster_Landscap.pdf,https://indico.fnal.gov/event/19348/contributions/186183/attachments/128922/156230/Abdullah_Shehada_Presentation_UHE_Neutrinos.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186183/contribution.pdf,1
562,Neutrinoless double beta decay prospects of SNO+ with multi-site event discrimination,Tereza Kroupová,Tereza Kroupová,,SNO+,SNO+ sensitivity improves with timing and topological parameters,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186699/contribution.pdf,2
